Småortskod 
 	Småort_Beteckning 
(Namn) 	Typ 
  	Landareal 
hektar 	Folkmängd  
2010.12.31 	Fritidshusomr 
andel 	Kommun 
Namn 	Kommun
kod
S0965	Korsbacken	-	6.14	60	0	Enköping	0381
S0971	Källtorpet	-	46.01	116	0	Uppsala	0380
S0973	Sundby	-	3.3	58	0	Uppsala	0380
S0975	Kölinge	-	13.02	56	0	Uppsala	0380
S0981	Lejsta	-	25.2	107	0	Uppsala	0380
S0983	Lugnet	-	12.33	164	0	Uppsala	0380
S0985	Lugnet	-	30.64	124	0	Håbo	0305
S0989	Tibble och Lundby	-	19.31	79	0	Enköping	0381
S0991	Lundsvedja	-	13.57	53	0	Östhammar	0382
S0993	Långsand	-	110.77	206	0.61	Älvkarleby	0319
S0998	Lövhyddan	Ny	12.93	138	0	Uppsala	0380
S0999	Lingsberg	-	9.85	60	0	Knivsta	0330
S1001	Lövstabruk	-	20.35	96	0	Tierp	0360
S1003	Marielund	-	34.68	141	0	Uppsala	0380
S1005	Munga + Väster-Ensta + Vida	-	35.54	82	0	Tierp	0360
S1009	Myrbo	-	10.65	56	0	Älvkarleby	0319
S1011	Marsta	-	14.73	59	0	Uppsala	0380
S1013	Märsön	-	149.86	215	0.88	Enköping	0381
S1015	Nåsten norra och Eriksberg	-	12.24	60	0	Uppsala	0380
S1017	Näsby	-	23.41	83	0	Uppsala	0380
S1019	Oppgården och Fjuckby	-	18.44	77	0	Uppsala	0380
S1021	Oxsätra och Sävastebo	-	37.37	136	0	Uppsala	0380
S1023	Persborg	-	11.16	60	0	Uppsala	0380
S1026	Rosenlund	Ny	6.41	59	0	Uppsala	0380
S1028	Rotbrunna	Ny	12.23	69	0	Enköping	0381
S1029	Tibble	-	31.32	143	0	Uppsala	0380
S1033	Sandby	-	46.95	83	0	Tierp	0360
S1035	Skyttstennäs	-	94.01	117	0.8	Uppsala	0380
S1037	Skolsta	-	15.16	114	0	Enköping	0381
S1039	Hagby	-	16.77	95	0	Uppsala	0380
S1041	Skuttungeby	-	31.81	91	0	Uppsala	0380
S1043	Skäggesta	-	16.86	65	0	Uppsala	0380
S1047	Skärfältens	-	17.7	64	0	Uppsala	0380
S1048	Skärplinge	Ny	4.51	104	0	Håbo	0305
S1049	Spakbacken	-	12.89	109	0	Knivsta	0330
S1051	Asplunda	-	5.38	60	0	Uppsala	0380
S1053	Stavby	-	20.29	115	0	Uppsala	0380
S1057	Ströby + Bösslinge + Åkerby	-	23.77	106	0	Uppsala	0380
S1059	Selknä	-	13.92	50	0	Uppsala	0380
S1061	Ströbylund + Holmtorpet + Solsäter	-	11.33	107	0	Uppsala	0380
S1065	Strömsberg	-	39.17	108	0	Tierp	0360
S1066	Stämsvik	Ny	15.01	64	0	Håbo	0305
S1069	Svinnegarn	-	10.37	59	0	Enköping	0381
S1071	Säva	-	10.28	51	0	Enköping	0381
S1075	Söderboda	-	43.5	62	0	Östhammar	0382
S1077	Torresta	-	14.5	120	0	Håbo	0305
S1081	Tierps kyrkby	-	21.77	154	0	Tierp	0360
S1085	Tolfta	-	24.25	99	0	Tierp	0360
S1089	Tuna	-	54.8	130	0	Uppsala	0380
S1092	Vallby	Ny	4.05	54	0	Uppsala	0380
S1093	Vassunda	-	18.35	160	0	Knivsta	0330
S1094	Vallby	Ny	2.95	59	0	Uppsala	0380
S1095	Vedyxa	-	11.82	52	0	Uppsala	0380
S1097	Vavd	-	27.68	52	0	Tierp	0360
S1099	Måttan	-	10.64	62	0	Håbo	0305
S1101	Karby	-	24.69	84	0	Tierp	0360
S1103	Korsnäs	-	16.54	64	0	Uppsala	0380
S1107	Yrestahed	-	17.15	89	0	Uppsala	0380
S1111	Yttergran	-	24.73	132	0	Håbo	0305
S1113	Västland	-	34.86	84	0	Tierp	0360
S1121	Ådalen och Högsberga	-	10.02	69	0	Enköping	0381
S1125	Åkerby	-	38.11	89	0	Tierp	0360
S1127	Åkerby by	-	9.07	56	0	Uppsala	0380
S1129	Västerby	-	8.42	66	0	Uppsala	0380
S1133	Isgrena	-	8.23	71	0	Uppsala	0380
S1137	Stenhagen + Persborg	-	9.62	62	0	Knivsta	0330
S1139	Älgboda	Ny	7.45	56	0	Knivsta	0330
S1141	Älvkarleö	-	37.8	184	0	Älvkarleby	0319
S1143	Funbo Bärby	Ny	11.26	51	0	Uppsala	0380
S1145	Färjbäcken	-	8.07	69	0	Älvkarleby	0319
S1149	Ängeby	-	21.63	91	0	Uppsala	0380
S1151	Öster-Ekeby och Backbo	-	16.16	63	0	Tierp	0360
S1155	Örkälla	-	63.68	130	0.69	Uppsala	0380
S1157	Östunaby och Erkesberga	-	17.19	134	0	Knivsta	0330
S1161	Aspa	-	20.2	128	0	Nyköping	0480
S1165	Björktorp	-	53.52	139	0.86	Strängnäs	0486
S1169	Björsund	-	22.73	91	0	Strängnäs	0486
S1175	Hyndevad	-	37.92	57	0.55	Eskilstuna	0484
S1177	Berghag	-	16.14	52	0	Nyköping	0480
S1180	Broborg och Västtorp	Ny	12.01	55	0	Eskilstuna	0484
S1185	Edstorp	-	23.82	79	0.96	Nyköping	0480
S1189	Eklången	-	26.86	63	0	Eskilstuna	0484
S1193	Kalkbrottsvillorna	-	10.52	52	0	Vingåker	0428
S1195	Floda	-	28.38	94	0	Katrineholm	0483
